posting_id,title,company,category,location,seniority,description,posted_date
362,Data Governance Analyst,Orbit Data Co,Data Quality Analyst,"Kathmandu, Nepal",Junior,"Orbit Data Co is hiring a Data Governance Analyst to support our data and analytics function. Responsibilities include document functional specifications, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with Excel, ETL, and data governance, along with a solid foundation in SQL.",2026-01-19
363,Business Data Analyst,Meridian Labs,Data Analyst,"Kathmandu, Nepal",Junior,"As a Business Data Analyst at Meridian Labs, you will conduct root-cause analysis, optimize database queries, and partner with stakeholders across the business. Core requirements include Excel, Python, and data visualization. Bonus points for exposure to pandas.",2026-02-28
364,Data Analyst,Havenwood Tech,Data Analyst,"Bengaluru, India",Mid,"Havenwood Tech is hiring a Data Analyst to support our data and analytics function. Responsibilities include develop predictive models, validate data quality, and collaborating with engineering and product teams. Ideal candidates have practical experience with stakeholder communication, A/B testing, and reporting, along with a solid foundation in pandas.",2026-05-22
365,AI Engineer,Kestrel Technologies,ML Engineer,"Kathmandu, Nepal",Mid,"Join Kestrel Technologies as a AI Engineer! In this role you'll automate reporting workflows and build and maintain dashboards to help drive business decisions. We're looking for someone proficient in TensorFlow and AWS, with working knowledge of deep learning. Experience with PyTorch is preferred but not required.",2026-06-11
366,Business Systems Analyst,Havenwood Tech,Business Analyst,"Dublin, Ireland",Mid,"As a Business Systems Analyst at Havenwood Tech, you will translate business requirements into technical specifications, develop predictive models, and partner with stakeholders across the business. Core requirements include UAT, process mapping, and Agile. Bonus points for exposure to data validation.",2026-02-10
367,Data Analyst II,Northbridge Analytics,Data Analyst,"Berlin, Germany",Entry,"Join Northbridge Analytics as a Data Analyst II! In this role you'll develop predictive models and optimize database queries to help drive business decisions. We're looking for someone proficient in data visualization and data cleaning, with working knowledge of Tableau. Experience with reporting is preferred but not required.",2026-07-08
368,Data Governance Analyst,Meridian Labs,Data Quality Analyst,"Berlin, Germany",Entry,"Join Meridian Labs as a Data Governance Analyst! In this role you'll design data pipelines and support experimentation and A/B testing to help drive business decisions. We're looking for someone proficient in data cleansing and Python, with working knowledge of data validation. Experience with ETL is preferred but not required.",2026-02-14
369,Junior Data Engineer,Anchorpoint AI,Data Engineer,"London, UK",Senior,"Anchorpoint AI is hiring a Junior Data Engineer to support our data and analytics function. Responsibilities include validate data quality, translate business requirements into technical specifications, and collaborating with engineering and product teams. Ideal candidates have practical experience with Kafka, Airflow, and data pipelines, along with a solid foundation in Redshift.",2026-05-08
370,Business Systems Analyst,Clarion Health,Business Analyst,"Bengaluru, India",Entry,"As a Business Systems Analyst at Clarion Health, you will automate reporting workflows, analyze large datasets, and partner with stakeholders across the business. Core requirements include requirements gathering, UAT, and SQL. Bonus points for exposure to process mapping.",2026-04-21
371,Applied ML Engineer,Orbit Data Co,ML Engineer,Remote,Mid,"As a Applied ML Engineer at Orbit Data Co, you will automate reporting workflows, optimize database queries, and partner with stakeholders across the business. Core requirements include AWS, MLOps, and TensorFlow. Bonus points for exposure to Python.",2026-07-02
372,Business Systems Analyst,Vertex Insights,Business Analyst,Remote,Senior,"We are looking for a Business Systems Analyst to join our growing team. You will work closely with cross-functional stakeholders to partner with product and engineering teams and analyze large datasets. Strong hands-on experience with requirements gathering, data validation, and UAT is required. Familiarity with Jira is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-04-04
373,Business Analyst,BrightPath AI,Business Analyst,"New York, USA",Mid,"Join BrightPath AI as a Business Analyst! In this role you'll validate data quality and support experimentation and A/B testing to help drive business decisions. We're looking for someone proficient in Jira and data validation, with working knowledge of Excel. Experience with requirements gathering is preferred but not required.",2026-03-05
374,ML Engineer,Vertex Insights,ML Engineer,"New York, USA",Mid,"Vertex Insights is hiring a ML Engineer to support our data and analytics function. Responsibilities include document functional specifications, design data pipelines, and collaborating with engineering and product teams. Ideal candidates have practical experience with AWS, Docker, and model deployment, along with a solid foundation in TensorFlow.",2026-05-02
375,Senior Data Scientist,Fieldstone Group,Data Scientist,Singapore,Junior,"As a Senior Data Scientist at Fieldstone Group, you will design data pipelines, optimize database queries, and partner with stakeholders across the business. Core requirements include scikit-learn, experimentation, and XGBoost. Bonus points for exposure to Python.",2026-01-30
376,Junior Business Analyst,Anchorpoint AI,Business Analyst,"New York, USA",Senior,"We are looking for a Junior Business Analyst to join our growing team. You will work closely with cross-functional stakeholders to build and maintain dashboards and design data pipelines. Strong hands-on experience with Excel, Agile, and SQL is required. Familiarity with stakeholder communication is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-05-06
377,Machine Learning Engineer,Orbit Data Co,ML Engineer,"New York, USA",Mid,"As a Machine Learning Engineer at Orbit Data Co, you will develop predictive models, analyze large datasets, and partner with stakeholders across the business. Core requirements include Kubernetes, feature engineering, and deep learning. Bonus points for exposure to Docker.",2026-01-18
378,Business Analyst,Kestrel Technologies,Business Analyst,"Sydney, Australia",Junior,"As a Business Analyst at Kestrel Technologies, you will automate reporting workflows, support experimentation and A/B testing, and partner with stakeholders across the business. Core requirements include Excel, functional specifications, and data validation. Bonus points for exposure to UAT.",2026-04-04
379,Business Systems Analyst,Orbit Data Co,Business Analyst,Remote,Junior,"Orbit Data Co is hiring a Business Systems Analyst to support our data and analytics function. Responsibilities include build and maintain dashboards, partner with product and engineering teams, and collaborating with engineering and product teams. Ideal candidates have practical experience with functional specifications, process mapping, and data validation, along with a solid foundation in UAT.",2026-04-21
380,Senior Data Engineer,Anchorpoint AI,Data Engineer,"Berlin, Germany",Senior,"Anchorpoint AI is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include support experimentation and A/B testing, optimize database queries, and collaborating with engineering and product teams. Ideal candidates have practical experience with Spark, data modeling, and AWS, along with a solid foundation in PostgreSQL.",2026-07-05
381,Data Scientist II,Pinegrove Solutions,Data Scientist,"Berlin, Germany",Entry,"As a Data Scientist II at Pinegrove Solutions, you will build and maintain dashboards, partner with product and engineering teams, and partner with stakeholders across the business. Core requirements include statistics, scikit-learn, and feature engineering. Bonus points for exposure to machine learning.",2026-07-04
382,Machine Learning Engineer,Northbridge Analytics,ML Engineer,"Berlin, Germany",Junior,"As a Machine Learning Engineer at Northbridge Analytics, you will translate business requirements into technical specifications, validate data quality, and partner with stakeholders across the business. Core requirements include PyTorch, AWS, and Docker. Bonus points for exposure to MLOps.",2026-06-07
383,Business Analyst,Datavantis,Business Analyst,"Kathmandu, Nepal",Mid,"As a Business Analyst at Datavantis, you will automate reporting workflows, validate data quality, and partner with stakeholders across the business. Core requirements include functional specifications, UAT, and data validation. Bonus points for exposure to process mapping.",2026-01-13
384,Business Analyst,Kestrel Technologies,Business Analyst,"Sydney, Australia",Senior,"Kestrel Technologies is hiring a Business Analyst to support our data and analytics function. Responsibilities include support experimentation and A/B testing, automate reporting workflows, and collaborating with engineering and product teams. Ideal candidates have practical experience with Agile, process mapping, and Excel, along with a solid foundation in Jira.",2026-03-19
385,Senior Data Engineer,Vertex Insights,Data Engineer,"Berlin, Germany",Junior,"Join Vertex Insights as a Senior Data Engineer! In this role you'll design data pipelines and develop predictive models to help drive business decisions. We're looking for someone proficient in Spark and SQL, with working knowledge of data pipelines. Experience with PostgreSQL is preferred but not required.",2026-07-08
386,Data Governance Analyst,Skylark Data,Data Quality Analyst,"Toronto, Canada",Mid,"Join Skylark Data as a Data Governance Analyst! In this role you'll translate business requirements into technical specifications and analyze large datasets to help drive business decisions. We're looking for someone proficient in SQL and data cleansing, with working knowledge of ETL. Experience with metadata management is preferred but not required.",2026-02-17
387,AI Engineer,Meridian Labs,ML Engineer,Remote,Senior,"Meridian Labs is hiring a AI Engineer to support our data and analytics function. Responsibilities include optimize database queries, conduct root-cause analysis, and collaborating with engineering and product teams. Ideal candidates have practical experience with AWS, MLOps, and Docker, along with a solid foundation in PyTorch.",2026-02-04
388,Data Quality Specialist,Quanta Systems,Data Quality Analyst,"Berlin, Germany",Mid,"We are looking for a Data Quality Specialist to join our growing team. You will work closely with cross-functional stakeholders to design data pipelines and validate data quality. Strong hands-on experience with data cleansing, data governance, and data validation is required. Familiarity with metadata management is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-02-02
389,Applied ML Engineer,Anchorpoint AI,ML Engineer,"Sydney, Australia",Senior,"We are looking for a Applied ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to analyze large datasets and automate reporting workflows. Strong hands-on experience with MLOps, Kubernetes, and Python is required. Familiarity with TensorFlow is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-14
390,Senior Data Engineer,Clarion Health,Data Engineer,"Toronto, Canada",Entry,"Join Clarion Health as a Senior Data Engineer! In this role you'll support experimentation and A/B testing and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in Airflow and Python, with working knowledge of ETL. Experience with SQL is preferred but not required.",2026-03-05
391,ETL Developer,Anchorpoint AI,Data Engineer,"Kathmandu, Nepal",Mid,"As a ETL Developer at Anchorpoint AI, you will optimize database queries, build and maintain dashboards, and partner with stakeholders across the business. Core requirements include Python, ETL, and SQL. Bonus points for exposure to Spark.",2026-05-07
392,Machine Learning Engineer,Northbridge Analytics,ML Engineer,"London, UK",Senior,"Northbridge Analytics is hiring a Machine Learning Engineer to support our data and analytics function. Responsibilities include support experimentation and A/B testing, build and maintain dashboards, and collaborating with engineering and product teams. Ideal candidates have practical experience with model deployment, MLOps, and Python, along with a solid foundation in CI/CD.",2026-01-17
393,Senior Data Engineer,Clarion Health,Data Engineer,"Kathmandu, Nepal",Entry,"Clarion Health is hiring a Senior Data Engineer to support our data and analytics function. Responsibilities include develop predictive models, analyze large datasets, and collaborating with engineering and product teams. Ideal candidates have practical experience with Spark, data modeling, and Kafka, along with a solid foundation in Airflow.",2026-05-11
394,Data Governance Analyst,BrightPath AI,Data Quality Analyst,"Kathmandu, Nepal",Junior,"We are looking for a Data Governance Analyst to join our growing team. You will work closely with cross-functional stakeholders to translate business requirements into technical specifications and analyze large datasets. Strong hands-on experience with ETL, data validation, and data cleansing is required. Familiarity with metadata management is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-01-15
395,ML Engineer,BrightPath AI,ML Engineer,"Bengaluru, India",Junior,"We are looking for a ML Engineer to join our growing team. You will work closely with cross-functional stakeholders to conduct root-cause analysis and analyze large datasets. Strong hands-on experience with TensorFlow, model deployment, and PyTorch is required. Familiarity with Kubernetes is a plus. This is a great opportunity to grow your career in a fast-paced, data-driven environment.",2026-06-01
396,Data Quality Specialist,Skylark Data,Data Quality Analyst,"Bengaluru, India",Junior,"As a Data Quality Specialist at Skylark Data, you will conduct root-cause analysis, develop predictive models, and partner with stakeholders across the business. Core requirements include metadata management, data governance, and Python. Bonus points for exposure to ETL.",2026-07-05
397,Data Governance Analyst,BrightPath AI,Data Quality Analyst,Remote,Mid,"As a Data Governance Analyst at BrightPath AI, you will validate data quality, automate reporting workflows, and partner with stakeholders across the business. Core requirements include SQL, metadata management, and Excel. Bonus points for exposure to ETL.",2026-05-24
398,Business Systems Analyst,BrightPath AI,Business Analyst,"Toronto, Canada",Mid,"As a Business Systems Analyst at BrightPath AI, you will automate reporting workflows, design data pipelines, and partner with stakeholders across the business. Core requirements include Agile, data validation, and Jira. Bonus points for exposure to SQL.",2026-05-04
399,Business Systems Analyst,Orbit Data Co,Business Analyst,"Kathmandu, Nepal",Senior,"Join Orbit Data Co as a Business Systems Analyst! In this role you'll document functional specifications and translate business requirements into technical specifications to help drive business decisions. We're looking for someone proficient in Jira and SQL, with working knowledge of functional specifications. Experience with process mapping is preferred but not required.",2026-01-23
400,Business Systems Analyst,Meridian Labs,Business Analyst,"Dublin, Ireland",Senior,"Join Meridian Labs as a Business Systems Analyst! In this role you'll optimize database queries and conduct root-cause analysis to help drive business decisions. We're looking for someone proficient in data validation and Jira, with working knowledge of Excel. Experience with Agile is preferred but not required.",2026-02-27
